CustomerID,InvoiceDate,Recency,Frequency,Monetary,Avg_Days_Between,Latency_Multiplier,Log_Monetary,Log_Frequency
12347.0,2011-12-07 15:52:00,1,7,4310.0,2.0,0.3333333333333333,8.368925174747135,2.0794415416798357
12348.0,2011-09-25 13:13:00,74,4,1797.24,9.4,7.115384615384615,7.494563687769957,1.6094379124341003
12352.0,2011-11-03 14:37:00,35,8,2506.04,3.0714285714285716,8.596491228070176,7.826858053356098,2.1972245773362196
12356.0,2011-11-17 08:40:00,22,3,2811.43,5.206896551724138,3.5444444444444443,7.941804157314053,1.3862943611198906
12358.0,2011-12-08 10:26:00,1,2,1168.06,8.277777777777779,0.10778443113772454,7.063955286074528,1.0986122886681098
12359.0,2011-10-13 12:47:00,57,4,6372.58,1.105263157894737,27.074999999999996,8.759916600117213,1.6094379124341003
12360.0,2011-10-18 15:22:00,51,3,2662.06,1.15625,23.652173913043477,7.887231116540211,1.3862943611198906
12362.0,2011-12-06 15:40:00,2,10,5226.23,1.0830188679245283,0.9601449275362319,8.56163678004062,2.3978952727983707
12363.0,2011-08-22 10:18:00,109,2,552.0,6.0,15.571428571428571,6.315358001522335,1.0986122886681098
12364.0,2011-12-02 10:22:00,7,4,1313.1,1.2261904761904763,3.1443850267379676,7.180907299649593,1.6094379124341003
12365.0,2011-02-21 14:04:00,290,2,641.38,0.0,290.0,6.465180028897591,1.0986122886681098
12370.0,2011-10-19 14:51:00,50,4,3545.69,1.855421686746988,17.51054852320675,8.173770053153254,1.6094379124341003
12371.0,2011-10-26 10:16:00,44,2,1887.96,0.22580645161290322,35.89473684210526,7.543781692052325,1.0986122886681098
12372.0,2011-09-29 12:12:00,71,3,1298.04,4.392156862745098,13.167272727272726,7.169380809114136,1.3862943611198906
12375.0,2011-11-29 10:36:00,10,2,457.5,5.4375,1.5533980582524272,6.127960291696519,1.0986122886681098
12377.0,2011-01-28 15:45:00,314,2,1628.12,0.5131578947368421,207.51304347826087,7.395795270713971,1.0986122886681098
12379.0,2011-09-19 10:09:00,81,2,852.24,2.2564102564102564,24.874015748031496,6.749040867823617,1.0986122886681098
12380.0,2011-11-18 11:27:00,21,4,2724.81,1.5728155339805825,8.162264150943395,7.910520910634419,1.6094379124341003
12381.0,2011-12-05 12:44:00,4,5,1845.31,1.313953488372093,1.7286432160804022,7.520944331624911,1.791759469228055
12383.0,2011-06-08 08:02:00,184,5,1850.56,1.683673469387755,68.56273764258555,7.523783805985769,1.791759469228055
12384.0,2011-11-11 08:39:00,28,2,585.27,3.5384615384615383,6.169491525423729,6.373780434317173,1.0986122886681098
12386.0,2011-01-06 12:37:00,337,2,401.9,3.2222222222222223,79.8157894736842,5.998688392197302,1.0986122886681098
12388.0,2011-11-24 12:30:00,15,6,2780.66,3.121212121212121,3.639705882352941,7.930803150780256,1.9459101490553132
12393.0,2011-09-28 15:41:00,71,4,1582.6000000000001,4.111111111111111,13.891304347826088,7.3674560152319755,1.6094379124341003
12394.0,2011-10-07 08:08:00,63,2,1272.48,5.884615384615385,9.150837988826815,7.149508589545504,1.0986122886681098
12395.0,2011-11-20 15:21:00,18,12,3018.63,2.232258064516129,5.568862275449102,8.012889586306857,2.5649493574615367
12397.0,2011-11-04 09:52:00,35,2,2409.9,0.792,19.53125,7.7877554007552545,1.0986122886681098
12399.0,2011-08-12 13:15:00,118,4,1108.65,2.4482758620689653,34.22,7.011799929268738,1.6094379124341003
12406.0,2011-11-17 19:22:00,21,2,3415.3,1.5480769230769231,8.241509433962264,8.136313373066384,1.0986122886681098
12407.0,2011-10-21 10:11:00,49,5,1708.1200000000001,2.789473684210526,12.930555555555557,7.4437338971514055,1.791759469228055
12408.0,2011-11-07 12:27:00,32,5,2888.55,2.173076923076923,10.084848484848486,7.968856059639959,1.791759469228055
12409.0,2011-09-22 10:38:00,78,3,11072.67,0.9537037037037037,39.92417061611374,9.312325497408466,1.3862943611198906
12410.0,2011-02-04 10:39:00,308,2,693.3299999999999,0.0,308.0,6.542947351813216,1.0986122886681098
12412.0,2011-09-26 10:16:00,74,3,1226.88,1.55,29.01960784313726,7.1130443840624835,1.3862943611198906
12413.0,2011-10-04 09:00:00,66,3,758.1,7.27027027027027,7.980392156862745,6.632133521022722,1.3862943611198906
12414.0,2011-05-06 14:51:00,216,3,562.41,5.411764705882353,33.68807339449541,6.334007604663525,1.3862943611198906
12415.0,2011-11-15 14:22:00,23,21,124914.53,0.42496493688639553,16.140748031496063,11.735393027855736,3.091042453358316
12417.0,2011-12-06 14:52:00,2,9,3649.1,1.8324607329842932,0.7060998151571165,8.202509843461513,2.302585092994046
12421.0,2011-11-24 09:07:00,15,4,807.04,6.840909090909091,1.9130434782608696,6.694611562246261,1.6094379124341003
12422.0,2011-09-05 09:48:00,95,3,803.5600000000001,6.0,13.571428571428571,6.690295544136225,1.3862943611198906
12423.0,2011-12-09 10:10:00,0,8,1859.31,2.814516129032258,0.0,7.528498419486568,2.1972245773362196
12424.0,2011-06-30 12:06:00,162,2,1760.96,0.0,162.0,7.474182104762846,1.0986122886681098
12427.0,2011-11-18 08:56:00,21,3,825.8,11.633333333333333,1.662269129287599,6.717562827807613,1.3862943611198906
12428.0,2011-11-14 08:22:00,25,9,7956.46,0.8703071672354948,13.366788321167885,8.981865132439246,2.302585092994046
